DATE,DO,Water Temp C,Air temp C,Relative Humidity (%),Aerated (1/0),Atmospheric Pressure (mb),hour,day_of_year,month,year,DO_T_1,DO_T_3,DO_T_6,AT_T_1,AT_T_3,AT_T_6,Aerator_T_1,Aerator_T_3,Aerator_T_6
7/22/2024 16:40,0.01,24.28,26,54.3,0,1017,16,204,7,2024,0.01,0.01,0.01,25,22,18,0,0,0
7/22/2024 16:50,0.01,24.28,27,57.84,0,1016.6,16,204,7,2024,0.01,0.01,0.01,25,23,19,0,0,0
7/22/2024 17:00,0.01,24.28,27,57.84,0,1016.6,17,204,7,2024,0.01,0.01,0.01,26,23,19,0,0,0
7/22/2024 17:10,0.01,24.28,27,57.84,0,1016.6,17,204,7,2024,0.01,0.01,0.01,26,23,19,0,0,0
7/22/2024 17:20,0.01,24.28,27,57.84,0,1016.6,17,204,7,2024,0.01,0.01,0.01,26,23,19,0,0,0
7/22/2024 17:30,0.01,24.28,27,57.84,0,1016.6,17,204,7,2024,0.01,0.01,0.01,26,23,18,0,0,0
7/22/2024 17:40,0.01,24.28,27,57.84,0,1016.6,17,204,7,2024,0.01,0.01,0.01,26,23,18,0,0,0
7/22/2024 17:50,0.01,24.28,27,73.78,0,1015.9,17,204,7,2024,0.01,0.01,0.01,27,25,19,0,0,0
7/22/2024 18:00,0.01,24.28,27,73.78,0,1015.9,18,204,7,2024,0.01,0.01,0.01,27,25,19,0,0,0
7/22/2024 18:10,0.01,24.28,27,73.78,0,1015.9,18,204,7,2024,0.01,0.01,0.01,27,25,19,0,0,0
7/22/2024 18:20,0.01,24.28,27,73.78,0,1015.9,18,204,7,2024,0.01,0.01,0.01,27,25,19,0,0,0
7/22/2024 18:30,0.01,24.28,27,73.78,0,1015.9,18,204,7,2024,0.01,0.01,0.01,27,25,19,0,0,0
7/22/2024 18:40,0.01,24.28,27,73.78,0,1015.9,18,204,7,2024,0.01,0.01,0.01,27,25,19,0,0,0
7/22/2024 18:50,0.01,24.26,29,73.78,0,1015.6,18,204,7,2024,0.01,0.01,0.01,27,25,22,0,0,0
7/22/2024 19:00,0.01,24.28,29,83.32,0,1015.6,19,204,7,2024,0.01,0.01,0.01,27,26,22,0,0,0
7/22/2024 19:10,0.01,24.28,29,83.32,0,1015.6,19,204,7,2024,0.01,0.01,0.01,27,26,22,0,0,0
7/22/2024 19:20,0.01,24.26,29,83.32,0,1015.6,19,204,7,2024,0.01,0.01,0.01,27,26,22,0,0,0
7/22/2024 19:30,0.01,24.28,29,83.32,0,1015.6,19,204,7,2024,0.01,0.01,0.01,27,26,22,0,0,0
7/22/2024 19:40,0.01,24.28,29,83.32,0,1015.6,19,204,7,2024,0.01,0.01,0.01,27,26,22,0,0,0
7/22/2024 19:50,0.01,24.28,29,83.21,0,1015.3,19,204,7,2024,0.01,0.01,0.01,29,27,23,0,0,0
7/22/2024 20:00,0.01,24.28,27,83.21,0,1015.3,20,204,7,2024,0.01,0.01,0.01,29,27,23,0,0,0
7/22/2024 20:10,0.01,24.28,27,83.21,0,1015.3,20,204,7,2024,0.01,0.01,0.01,29,27,23,0,0,0
7/22/2024 20:20,0.01,24.28,27,83.21,0,1015.3,20,204,7,2024,0.01,0.01,0.01,29,27,23,0,0,0
7/22/2024 20:30,0.01,24.28,27,83.21,0,1015.3,20,204,7,2024,0.01,0.01,0.01,29,27,23,0,0,0
7/22/2024 20:40,0.01,24.28,27,83.21,0,1015.3,20,204,7,2024,0.01,0.01,0.01,29,27,23,0,0,0
7/22/2024 20:50,0.01,24.28,27,83.21,0,1014.7,20,204,7,2024,0.01,0.01,0.01,29,27,25,0,0,0
7/22/2024 21:00,0.01,24.28,27,83.21,0,1014.7,21,204,7,2024,0.01,0.01,0.01,27,27,25,0,0,0
7/22/2024 21:10,0.01,24.28,27,83.21,0,1014.7,21,204,7,2024,0.01,0.01,0.01,27,27,25,0,0,0
7/22/2024 21:20,0.01,24.28,27,83.21,0,1014.7,21,204,7,2024,0.01,0.01,0.01,27,27,25,0,0,0
7/22/2024 21:30,0.01,24.28,27,83.21,0,1014.7,21,204,7,2024,0.01,0.01,0.01,27,27,25,0,0,0
7/22/2024 21:40,0.01,24.26,27,88.43,0,1014.7,21,204,7,2024,0.01,0.01,0.01,27,27,25,0,0,0
7/22/2024 21:50,0.01,24.26,27,88.43,0,1014.8,21,204,7,2024,0.01,0.01,0.01,27,29,25,0,0,0
7/22/2024 22:00,0.01,24.26,27,88.43,0,1014.8,22,204,7,2024,0.01,0.01,0.01,27,29,26,0,0,0
7/22/2024 22:10,0.01,24.26,27,88.43,0,1014.8,22,204,7,2024,0.01,0.01,0.01,27,29,26,0,0,0
7/22/2024 22:20,0.01,24.26,27,88.43,0,1014.8,22,204,7,2024,0.01,0.01,0.01,27,29,26,0,0,0
7/22/2024 22:30,0.01,24.26,27,88.43,0,1014.8,22,204,7,2024,0.01,0.01,0.01,27,29,26,0,0,0
7/22/2024 22:40,0.01,24.26,27,88.43,0,1014.8,22,204,7,2024,0.01,0.01,0.01,27,29,26,0,0,0
7/22/2024 22:50,0.01,24.26,25,88.43,0,1014.6,22,204,7,2024,0.01,0.01,0.01,27,29,27,0,0,0
7/22/2024 23:00,0.01,24.26,25,88.43,0,1014.6,23,204,7,2024,0.01,0.01,0.01,27,27,27,0,0,0
7/22/2024 23:10,0.01,24.26,25,88.43,0,1014.6,23,204,7,2024,0.01,0.01,0.01,27,27,27,0,0,0
7/22/2024 23:20,0.01,24.26,25,88.43,0,1014.6,23,204,7,2024,0.01,0.01,0.01,27,27,27,0,0,0
7/22/2024 23:30,0.01,24.26,25,88.43,0,1014.6,23,204,7,2024,0.01,0.01,0.01,27,27,27,0,0,0
7/22/2024 23:40,0.01,24.26,25,88.43,0,1014.6,23,204,7,2024,0.01,0.01,0.01,27,27,27,0,0,0
7/22/2024 23:50,0.01,24.26,25,88.43,0,1014.3,23,204,7,2024,0.01,0.01,0.01,25,27,27,0,0,0
7/23/2024 0:00,0.01,24.26,24,94.01,0,1014.3,0,205,7,2024,0.01,0.01,0.01,25,27,27,0,0,0
7/23/2024 0:10,0.01,24.26,24,94.01,0,1014.3,0,205,7,2024,0.01,0.01,0.01,25,27,27,0,0,0
7/23/2024 0:30,0.01,24.26,24,94.01,0,1014.3,0,205,7,2024,0.01,0.01,0.01,25,27,27,0,0,0
7/23/2024 0:40,0.01,24.26,24,94.01,0,1014.3,0,205,7,2024,0.01,0.01,0.01,25,27,27,0,0,0
7/23/2024 0:50,0.01,24.26,23,94.01,0,1014.6,0,205,7,2024,0.01,0.01,0.01,25,27,29,0,0,0
7/23/2024 1:10,0.01,24.26,23,100,0,1014.6,1,205,7,2024,0.01,0.01,0.01,24,27,29,0,0,0
7/23/2024 1:20,0.01,24.26,23,100,0,1014.6,1,205,7,2024,0.01,0.01,0.01,24,27,29,0,0,0
7/23/2024 1:30,0.01,24.26,23,100,0,1014.6,1,205,7,2024,0.01,0.01,0.01,24,27,29,0,0,0
7/23/2024 1:40,0.01,24.26,23,100,0,1014.6,1,205,7,2024,0.01,0.01,0.01,24,27,29,0,0,0
7/23/2024 1:50,0.01,24.26,23,100,0,1015.1,1,205,7,2024,0.01,0.01,0.01,23,25,29,0,0,0
7/23/2024 2:00,0.01,24.24,23,100,0,1015.1,2,205,7,2024,0.01,0.01,0.01,23,25,27,0,0,0
7/23/2024 2:10,0.01,24.26,23,100,0,1015.1,2,205,7,2024,0.01,0.01,0.01,23,25,27,0,0,0
7/23/2024 2:20,0.01,24.24,22,100,0,1015.1,2,205,7,2024,0.01,0.01,0.01,23,25,27,0,0,0
7/23/2024 2:30,0.01,24.24,22,100,0,1015.1,2,205,7,2024,0.01,0.01,0.01,23,25,27,0,0,0
7/23/2024 2:40,0.01,24.24,22,100,0,1015.1,2,205,7,2024,0.01,0.01,0.01,23,25,27,0,0,0
7/23/2024 2:50,0.01,24.24,22,100,0,1015.5,2,205,7,2024,0.01,0.01,0.01,23,25,27,0,0,0
7/23/2024 3:00,0.01,24.24,22,100,0,1015.5,3,205,7,2024,0.01,0.01,0.01,23,24,27,0,0,0
7/23/2024 3:10,0.01,24.24,22,100,0,1015.5,3,205,7,2024,0.01,0.01,0.01,23,24,27,0,0,0
7/23/2024 3:20,0.01,24.24,22,100,0,1015.5,3,205,7,2024,0.01,0.01,0.01,22,24,27,0,0,0
7/23/2024 3:30,0.01,24.24,22,100,0,1015.5,3,205,7,2024,0.01,0.01,0.01,22,24,27,0,0,0
7/23/2024 3:40,0.01,24.24,22,100,0,1015.5,3,205,7,2024,0.01,0.01,0.01,22,24,27,0,0,0
7/23/2024 3:50,0.01,24.24,22,100,0,1015.5,3,205,7,2024,0.01,0.01,0.01,22,23,27,0,0,0
7/23/2024 4:00,0.01,24.24,22,100,0,1015.5,4,205,7,2024,0.01,0.01,0.01,22,23,27,0,0,0
7/23/2024 4:10,0.01,24.24,22,100,0,1015.5,4,205,7,2024,0.01,0.01,0.01,22,23,27,0,0,0
7/23/2024 4:20,0.01,24.24,21,100,0,1015.5,4,205,7,2024,0.01,0.01,0.01,22,23,27,0,0,0
7/23/2024 4:30,0.01,24.24,21,100,0,1015.5,4,205,7,2024,0.01,0.01,0.01,22,23,27,0,0,0
7/23/2024 4:40,0.01,24.24,21,100,0,1015.5,4,205,7,2024,0.01,0.01,0.01,22,23,27,0,0,0
7/23/2024 4:50,0.01,24.24,21,100,0,1015.5,4,205,7,2024,0.01,0.01,0.01,22,23,25,0,0,0
7/23/2024 5:00,0.01,24.24,21,100,0,1015.5,5,205,7,2024,0.01,0.01,0.01,22,23,25,0,0,0
7/23/2024 5:10,0.01,24.24,21,100,0,1015.5,5,205,7,2024,0.01,0.01,0.01,22,23,25,0,0,0
7/23/2024 5:20,0.01,24.24,21,100,0,1015.5,5,205,7,2024,0.01,0.01,0.01,21,22,25,0,0,0
7/23/2024 5:30,0.01,24.24,21,100,0,1015.5,5,205,7,2024,0.01,0.01,0.01,21,22,25,0,0,0
7/23/2024 5:40,0.01,24.24,20,100,0,1015.5,5,205,7,2024,0.01,0.01,0.01,21,22,25,0,0,0
7/23/2024 5:50,0.01,24.24,20,100,0,1015.4,5,205,7,2024,0.01,0.01,0.01,21,22,25,0,0,0
7/23/2024 6:00,0.01,24.24,20,100,0,1015.4,6,205,7,2024,0.01,0.01,0.01,21,22,24,0,0,0
7/23/2024 6:10,0.01,24.24,20,100,0,1015.4,6,205,7,2024,0.01,0.01,0.01,21,22,24,0,0,0
7/23/2024 6:20,0.01,24.24,21,100,0,1015.4,6,205,7,2024,0.01,0.01,0.01,21,22,24,0,0,0
7/23/2024 6:30,0.01,24.24,21,100,0,1015.4,6,205,7,2024,0.01,0.01,0.01,21,22,24,0,0,0
7/23/2024 6:40,0.01,24.22,20,100,0,1015.4,6,205,7,2024,0.01,0.01,0.01,20,22,24,0,0,0
7/23/2024 6:50,0.01,24.24,20,100,0,1015.3,6,205,7,2024,0.01,0.01,0.01,20,22,23,0,0,0
7/23/2024 7:00,0.01,24.24,20,100,0,1015.3,7,205,7,2024,0.01,0.01,0.01,20,22,23,0,0,0
7/23/2024 7:10,0.01,24.24,20,100,0,1015.3,7,205,7,2024,0.01,0.01,0.01,20,22,23,0,0,0
7/23/2024 7:20,0.01,24.24,20,100,0,1015.3,7,205,7,2024,0.01,0.01,0.01,21,21,23,0,0,0
7/23/2024 7:30,0.01,24.24,20,100,0,1015.3,7,205,7,2024,0.01,0.01,0.01,21,21,23,0,0,0
7/23/2024 7:40,0.01,24.24,19,100,0,1015.3,7,205,7,2024,0.01,0.01,0.01,20,21,23,0,0,0
7/23/2024 7:50,0.01,24.24,19,100,0,1015.3,7,205,7,2024,0.01,0.01,0.01,20,21,23,0,0,0
7/23/2024 8:00,0.01,24.24,18,100,0,1015.3,8,205,7,2024,0.01,0.01,0.01,20,21,23,0,0,0
7/23/2024 8:10,0.01,24.24,18,100,0,1015.3,8,205,7,2024,0.01,0.01,0.01,20,21,23,0,0,0
7/23/2024 8:20,0.01,24.24,18,100,0,1015.3,8,205,7,2024,0.01,0.01,0.01,20,21,22,0,0,0
7/23/2024 8:30,0.01,24.24,18,100,0,1015.3,8,205,7,2024,0.01,0.01,0.01,20,21,22,0,0,0
7/23/2024 8:40,0.01,24.24,18,100,0,1015.3,8,205,7,2024,0.01,0.01,0.01,19,20,22,0,0,0
7/23/2024 8:50,0.01,24.24,18,88.51,0,1014.9,8,205,7,2024,0.01,0.01,0.01,19,20,22,0,0,0
7/23/2024 9:00,0.01,24.24,18,88.51,0,1014.9,9,205,7,2024,0.01,0.01,0.01,18,20,22,0,0,0
7/23/2024 9:10,0.01,24.24,18,88.51,0,1014.9,9,205,7,2024,0.01,0.01,0.01,18,20,22,0,0,0
7/23/2024 9:20,0.01,24.26,19,88.51,0,1014.9,9,205,7,2024,0.01,0.01,0.01,18,21,22,0,0,0
7/23/2024 9:30,0.01,24.26,19,88.51,0,1014.9,9,205,7,2024,0.01,0.01,0.01,18,21,22,0,0,0
7/23/2024 9:40,0.01,24.26,18,88.51,0,1014.9,9,205,7,2024,0.01,0.01,0.01,18,20,22,0,0,0
7/23/2024 9:50,0.01,24.26,18,78.48,0,1015,9,205,7,2024,0.01,0.01,0.01,18,20,22,0,0,0
7/23/2024 10:00,0.01,24.26,18,78.48,0,1015,10,205,7,2024,0.01,0.01,0.01,18,20,22,0,0,0
7/23/2024 10:10,0.01,24.28,18,78.48,0,1015,10,205,7,2024,0.01,0.01,0.01,18,20,22,0,0,0
7/23/2024 10:20,0.01,24.28,19,78.48,0,1015,10,205,7,2024,0.01,0.01,0.01,19,20,21,0,0,0
7/23/2024 10:30,0.01,24.26,19,78.48,0,1015,10,205,7,2024,0.01,0.01,0.01,19,20,21,0,0,0
7/23/2024 10:40,0.01,24.26,19,78.48,0,1015,10,205,7,2024,0.01,0.01,0.01,18,19,21,0,0,0
7/23/2024 10:50,0.01,24.28,19,78.48,0,1015.3,10,205,7,2024,0.01,0.01,0.01,18,19,21,0,0,0
7/23/2024 11:00,0.01,24.28,19,65.54,0,1015.3,11,205,7,2024,0.01,0.01,0.01,18,18,21,0,0,0
7/23/2024 11:10,0.01,24.28,19,65.54,0,1015.3,11,205,7,2024,0.01,0.01,0.01,18,18,21,0,0,0
7/23/2024 11:20,0.01,24.3,19,65.54,0,1015.3,11,205,7,2024,0.01,0.01,0.01,19,18,21,0,0,0
7/23/2024 11:30,0.01,24.3,19,65.54,0,1015.3,11,205,7,2024,0.01,0.01,0.01,19,18,21,0,0,0
7/23/2024 11:40,0.01,24.32,19,65.54,0,1015.3,11,205,7,2024,0.01,0.01,0.01,19,18,20,0,0,0
7/23/2024 12:00,0.01,24.32,19,61.81,0,1015.5,12,205,7,2024,0.01,0.01,0.01,19,18,20,0,0,0
7/23/2024 12:10,0.01,24.34,19,61.81,0,1015.5,12,205,7,2024,0.01,0.01,0.01,19,18,20,0,0,0
7/23/2024 12:20,0.01,24.36,19,61.81,0,1015.5,12,205,7,2024,0.01,0.01,0.01,19,19,21,0,0,0
7/23/2024 12:30,0.01,24.34,19,61.81,0,1015.5,12,205,7,2024,0.01,0.01,0.01,19,19,21,0,0,0
7/23/2024 12:40,0.01,24.36,19,61.81,0,1015.5,12,205,7,2024,0.01,0.01,0.01,19,18,20,0,0,0
7/23/2024 12:50,0.01,24.36,19,61.81,0,1015.9,12,205,7,2024,0.01,0.01,0.01,19,18,20,0,0,0
7/23/2024 13:00,0.01,24.38,21,58.08,0,1015.9,13,205,7,2024,0.01,0.01,0.01,19,18,20,0,0,0
7/23/2024 13:10,0.01,24.36,21,58.08,0,1015.9,13,205,7,2024,0.01,0.01,0.01,19,18,20,0,0,0
7/23/2024 13:20,0.01,24.38,21,58.08,0,1015.9,13,205,7,2024,0.01,0.01,0.01,19,19,20,0,0,0
7/23/2024 13:30,0.01,24.38,21,58.08,0,1015.9,13,205,7,2024,0.01,0.01,0.01,19,19,20,0,0,0
7/23/2024 13:40,0.01,24.4,21,58.08,0,1015.9,13,205,7,2024,0.01,0.01,0.01,19,19,19,0,0,0
7/23/2024 13:50,0.01,24.4,23,51.47,0,1016,13,205,7,2024,0.01,0.01,0.01,19,19,19,0,0,0
7/23/2024 14:00,0.01,24.4,23,51.47,0,1016,14,205,7,2024,0.01,0.01,0.01,21,19,18,0,0,0
7/23/2024 14:10,0.01,24.4,23,51.47,0,1016,14,205,7,2024,0.01,0.01,0.01,21,19,18,0,0,0
7/23/2024 14:20,0.01,24.42,23,51.47,0,1016,14,205,7,2024,0.01,0.01,0.01,21,19,18,0,0,0
7/23/2024 14:30,0.01,24.42,23,51.47,0,1016,14,205,7,2024,0.01,0.01,0.01,21,19,18,0,0,0
7/23/2024 14:50,0.01,24.42,25,54.8,0,1015.9,14,205,7,2024,0.01,0.01,0.01,23,19,18,0,0,0
7/23/2024 15:00,0.01,24.46,25,54.8,0,1015.9,15,205,7,2024,0.01,0.01,0.01,23,19,18,0,0,0
7/23/2024 15:10,0.01,24.46,25,54.8,0,1015.9,15,205,7,2024,0.01,0.01,0.01,23,19,18,0,0,0
7/23/2024 15:20,0.01,24.46,25,54.8,0,1015.9,15,205,7,2024,0.01,0.01,0.01,23,19,19,0,0,0
7/23/2024 15:30,0.01,24.46,25,54.8,0,1015.9,15,205,7,2024,0.01,0.01,0.01,23,19,19,0,0,0
7/23/2024 15:40,0.01,24.48,25,54.8,0,1015.9,15,205,7,2024,0.01,0.01,0.01,23,19,18,0,0,0
7/23/2024 15:50,0.01,24.46,25,58.32,0,1016,15,205,7,2024,0.01,0.01,0.01,25,19,18,0,0,0
7/23/2024 16:00,0.01,24.46,27,58.32,0,1016,16,205,7,2024,0.01,0.01,0.01,25,21,18,0,0,0
7/23/2024 16:10,0.01,24.46,27,58.32,0,1016,16,205,7,2024,0.01,0.01,0.01,25,21,18,0,0,0
7/23/2024 16:20,0.01,24.48,27,58.32,0,1016,16,205,7,2024,0.01,0.01,0.01,25,21,19,0,0,0
7/23/2024 16:30,0.01,24.48,27,58.32,0,1016,16,205,7,2024,0.01,0.01,0.01,25,21,19,0,0,0
7/23/2024 16:50,0.01,24.48,28,58.08,0,1015.6,16,205,7,2024,0.01,0.01,0.01,25,23,19,0,0,0
7/23/2024 17:00,0.01,24.48,28,58.08,0,1015.6,17,205,7,2024,0.01,0.01,0.01,27,23,19,0,0,0
7/23/2024 17:10,0.01,24.48,28,58.08,0,1015.6,17,205,7,2024,0.01,0.01,0.01,27,23,19,0,0,0
7/23/2024 17:20,0.01,24.5,28,58.08,0,1015.6,17,205,7,2024,0.01,0.01,0.01,27,23,19,0,0,0
7/23/2024 17:30,0.01,24.5,28,58.08,0,1015.6,17,205,7,2024,0.01,0.01,0.01,27,23,19,0,0,0
7/23/2024 17:40,0.01,24.5,28,58.08,0,1015.6,17,205,7,2024,0.01,0.01,0.01,27,23,19,0,0,0
7/23/2024 17:50,0.01,24.5,28,58.08,0,1015.5,17,205,7,2024,0.01,0.01,0.01,28,25,19,0,0,0
7/23/2024 18:00,0.01,24.5,28,58.08,0,1015.5,18,205,7,2024,0.01,0.01,0.01,28,25,19,0,0,0
7/23/2024 18:10,0.01,24.5,28,58.08,0,1015.5,18,205,7,2024,0.01,0.01,0.01,28,25,19,0,0,0
7/23/2024 18:20,0.01,24.48,28,58.08,0,1015.5,18,205,7,2024,0.01,0.01,0.01,28,25,19,0,0,0
7/23/2024 18:30,0.01,24.48,28,58.08,0,1015.5,18,205,7,2024,0.01,0.01,0.01,28,25,19,0,0,0
7/23/2024 18:40,0.01,24.48,28,58.08,0,1015.5,18,205,7,2024,0.01,0.01,0.01,28,25,19,0,0,0
7/23/2024 18:50,0.01,24.48,29,65.54,0,1014.8,18,205,7,2024,0.01,0.01,0.01,28,25,19,0,0,0
7/23/2024 19:00,0.01,24.48,29,65.54,0,1014.8,19,205,7,2024,0.01,0.01,0.01,28,27,21,0,0,0
7/23/2024 19:10,0.01,24.5,29,65.54,0,1014.8,19,205,7,2024,0.01,0.01,0.01,28,27,21,0,0,0
7/23/2024 19:20,0.01,24.5,29,65.54,0,1014.8,19,205,7,2024,0.01,0.01,0.01,28,27,21,0,0,0
7/23/2024 19:30,0.01,24.52,29,65.54,0,1014.8,19,205,7,2024,0.01,0.01,0.01,28,27,21,0,0,0
7/23/2024 19:40,0.01,24.5,29,65.54,0,1014.8,19,205,7,2024,0.01,0.01,0.01,28,27,21,0,0,0
7/23/2024 19:50,0.01,24.48,29,88.43,0,1014.2,19,205,7,2024,0.01,0.01,0.01,29,28,23,0,0,0
7/23/2024 20:00,0.01,24.5,29,88.43,0,1014.2,20,205,7,2024,0.01,0.01,0.01,29,28,23,0,0,0
7/23/2024 20:10,0.01,24.5,29,88.43,0,1014.2,20,205,7,2024,0.01,0.01,0.01,29,28,23,0,0,0
7/23/2024 20:20,0.01,24.5,29,88.43,0,1014.2,20,205,7,2024,0.01,0.01,0.01,29,28,23,0,0,0
7/23/2024 20:30,0.01,24.48,29,88.43,0,1014.2,20,205,7,2024,0.01,0.01,0.01,29,28,23,0,0,0
7/23/2024 20:40,0.01,24.5,29,100,0,1014.2,20,205,7,2024,0.01,0.01,0.01,29,28,23,0,0,0
7/23/2024 20:50,0.01,24.5,29,100,0,1013.9,20,205,7,2024,0.01,0.01,0.01,29,28,25,0,0,0
7/23/2024 21:00,0.01,24.48,29,100,0,1013.9,21,205,7,2024,0.01,0.01,0.01,29,28,25,0,0,0
7/23/2024 21:10,0.01,24.48,29,100,0,1013.9,21,205,7,2024,0.01,0.01,0.01,29,28,25,0,0,0
7/23/2024 21:20,0.01,24.48,29,100,0,1013.9,21,205,7,2024,0.01,0.01,0.01,29,28,25,0,0,0
7/23/2024 21:30,0.01,24.48,29,100,0,1013.9,21,205,7,2024,0.01,0.01,0.01,29,28,25,0,0,0
7/23/2024 21:40,0.01,24.48,29,100,0,1013.9,21,205,7,2024,0.01,0.01,0.01,29,28,25,0,0,0
7/23/2024 21:50,0.01,24.48,28,100,0,1013.7,21,205,7,2024,0.01,0.01,0.01,29,29,25,0,0,0
7/23/2024 22:00,0.01,24.48,28,100,0,1013.7,22,205,7,2024,0.01,0.01,0.01,29,29,27,0,0,0
7/23/2024 22:10,0.01,24.48,28,100,0,1013.7,22,205,7,2024,0.01,0.01,0.01,29,29,27,0,0,0
7/23/2024 22:20,0.01,24.48,28,100,0,1013.7,22,205,7,2024,0.01,0.01,0.01,29,29,27,0,0,0
7/23/2024 22:30,0.01,24.48,28,100,0,1013.7,22,205,7,2024,0.01,0.01,0.01,29,29,27,0,0,0
7/23/2024 22:40,0.01,24.48,28,100,0,1013.7,22,205,7,2024,0.01,0.01,0.01,29,29,27,0,0,0
7/23/2024 22:50,0.01,24.48,28,100,0,1014.3,22,205,7,2024,0.01,0.01,0.01,28,29,28,0,0,0
7/23/2024 23:00,0.01,24.48,28,100,0,1014.3,23,205,7,2024,0.01,0.01,0.01,28,29,28,0,0,0
7/23/2024 23:10,0.01,24.48,28,100,0,1014.3,23,205,7,2024,0.01,0.01,0.01,28,29,28,0,0,0
7/23/2024 23:20,0.01,24.48,28,100,0,1014.3,23,205,7,2024,0.01,0.01,0.01,28,29,28,0,0,0
7/23/2024 23:30,0.01,24.48,28,100,0,1014.3,23,205,7,2024,0.01,0.01,0.01,28,29,28,0,0,0
7/23/2024 23:40,0.01,24.48,28,100,0,1014.3,23,205,7,2024,0.01,0.01,0.01,28,29,28,0,0,0
7/23/2024 23:50,0.01,24.48,27,100,0,1015.1,23,205,7,2024,0.01,0.01,0.01,28,29,28,0,0,0
7/24/2024 0:00,0.01,24.48,27,100,0,1015.1,0,206,7,2024,0.01,0.01,0.01,28,29,28,0,0,0
7/24/2024 0:10,0.01,24.48,27,100,0,1015.1,0,206,7,2024,0.01,0.01,0.01,28,29,28,0,0,0
7/24/2024 0:20,0.01,24.48,27,100,0,1015.1,0,206,7,2024,0.01,0.01,0.01,28,29,28,0,0,0
7/24/2024 0:30,0.01,24.46,27,100,0,1015.1,0,206,7,2024,0.01,0.01,0.01,28,29,28,0,0,0
7/24/2024 0:40,0.01,24.48,27,100,0,1015.1,0,206,7,2024,0.01,0.01,0.01,28,29,28,0,0,0
7/24/2024 0:50,0.01,24.48,22,100,0,1016.3,0,206,7,2024,0.01,0.01,0.01,27,28,29,0,0,0
7/24/2024 1:00,0.01,24.48,22,100,0,1016.3,1,206,7,2024,0.01,0.01,0.01,27,28,29,0,0,0
7/24/2024 1:10,0.01,24.48,22,100,0,1016.3,1,206,7,2024,0.01,0.01,0.01,27,28,29,0,0,0
7/24/2024 1:20,0.01,24.46,21,100,0,1016.3,1,206,7,2024,0.01,0.01,0.01,27,28,29,0,0,0
7/24/2024 1:30,0.01,24.46,21,100,0,1016.3,1,206,7,2024,0.01,0.01,0.01,27,28,29,0,0,0
7/24/2024 1:40,0.01,24.46,21,100,0,1016.3,1,206,7,2024,0.01,0.01,0.01,27,28,29,0,0,0
7/24/2024 1:50,0.01,24.46,21,100,0,1016.4,1,206,7,2024,0.01,0.01,0.01,22,28,29,0,0,0
7/24/2024 2:00,0.01,24.46,21,100,0,1016.4,2,206,7,2024,0.01,0.01,0.01,22,28,29,0,0,0
7/24/2024 2:10,0.01,24.46,21,100,0,1016.4,2,206,7,2024,0.01,0.01,0.01,22,28,29,0,0,0
7/24/2024 2:20,0.01,24.46,21,100,0,1016.4,2,206,7,2024,0.01,0.01,0.01,21,28,29,0,0,0
7/24/2024 2:30,0.01,24.46,21,100,0,1016.4,2,206,7,2024,0.01,0.01,0.01,21,28,29,0,0,0
7/24/2024 2:40,0.01,24.46,21,100,0,1016.4,2,206,7,2024,0.01,0.01,0.01,21,28,29,0,0,0
7/24/2024 2:50,0.01,24.46,21,100,0,1016.1,2,206,7,2024,0.01,0.01,0.01,21,27,29,0,0,0
7/24/2024 3:00,0.01,24.46,21,100,0,1016.1,3,206,7,2024,0.01,0.01,0.01,21,27,29,0,0,0
7/24/2024 3:10,0.01,24.48,21,100,0,1016.1,3,206,7,2024,0.01,0.01,0.01,21,27,29,0,0,0
7/24/2024 3:20,0.01,24.46,21,100,0,1016.1,3,206,7,2024,0.01,0.01,0.01,21,27,29,0,0,0
7/24/2024 3:30,0.01,24.46,21,100,0,1016.1,3,206,7,2024,0.01,0.01,0.01,21,27,29,0,0,0
7/24/2024 3:40,0.01,24.46,21,100,0,1016.1,3,206,7,2024,0.01,0.01,0.01,21,27,29,0,0,0
7/24/2024 3:50,0.01,24.46,21,100,0,1016.4,3,206,7,2024,0.01,0.01,0.01,21,22,28,0,0,0
7/24/2024 4:00,0.01,24.46,21,100,0,1016.4,4,206,7,2024,0.01,0.01,0.01,21,22,28,0,0,0
7/24/2024 4:10,0.01,24.46,21,100,0,1016.4,4,206,7,2024,0.01,0.01,0.01,21,22,28,0,0,0
7/24/2024 4:20,0.01,24.46,20,100,0,1016.4,4,206,7,2024,0.01,0.01,0.01,21,21,28,0,0,0
7/24/2024 4:30,0.01,24.46,20,100,0,1016.4,4,206,7,2024,0.01,0.01,0.01,21,21,28,0,0,0
7/24/2024 4:40,0.01,24.46,20,100,0,1016.4,4,206,7,2024,0.01,0.01,0.01,21,21,28,0,0,0
7/24/2024 4:50,0.01,24.46,20,100,0,1016.8,4,206,7,2024,0.01,0.01,0.01,21,21,28,0,0,0
7/24/2024 5:00,0.01,24.46,20,100,0,1016.8,5,206,7,2024,0.01,0.01,0.01,21,21,28,0,0,0
7/24/2024 5:10,0.01,24.46,20,100,0,1016.8,5,206,7,2024,0.01,0.01,0.01,21,21,28,0,0,0
7/24/2024 5:20,0.01,24.46,20,100,0,1016.8,5,206,7,2024,0.01,0.01,0.01,20,21,28,0,0,0
