DATE,DO,Air temp C,Relative Humidity (%),Atmospheric Pressure (mb),hour,AT_TLAG_1hr,AT_TLAG_3hr,AT_TLAG_6hrs,DO_delta_1h,DO_1h,DO_delta_3h,DO_3h,DO_delta_6h,DO_6h,DO_delta_12h,DO_12h,DO_delta_24h,DO_24h
2024-08-16 18:30:00,1.81,27.0,58.55,1008.8,18.0,26.0,24.0,20.0,0.03,1.84,-1.01,0.8,-1.43,0.38,-1.44,0.37,-1.8,0.01
2024-08-16 18:40:00,1.8,27.0,58.55,1008.8,18.0,26.0,24.0,20.0,-0.13,1.67,-0.72,1.08,-0.96,0.84,-1.48,0.32,-1.79,0.01
2024-08-16 18:50:00,1.95,29.0,58.32,1008.6,18.0,27.0,25.0,21.0,0.23,2.18,-1.15,0.8,-1.26,0.69,-1.28,0.67,-1.94,0.01
2024-08-16 19:00:00,1.97,29.0,58.32,1008.6,19.0,27.0,25.0,21.0,0.15,2.12,-1.48,0.49,-1.82,0.15,-1.38,0.59,-1.96,0.01
2024-08-16 19:10:00,1.97,29.0,58.32,1008.6,19.0,27.0,25.0,21.0,-0.17,1.8,-1.95,0.02,-1.93,0.04,-1.47,0.5,-1.96,0.01
2024-08-16 19:20:00,1.97,29.0,58.32,1008.6,19.0,27.0,25.0,21.0,-1.07,0.9,-1.93,0.04,-1.93,0.04,-1.82,0.15,-1.96,0.01
2024-08-16 19:30:00,1.84,29.0,58.32,1008.6,19.0,27.0,25.0,21.0,-1.55,0.29,-1.8,0.04,-1.73,0.11,-1.71,0.13,-1.83,0.01
2024-08-16 19:40:00,1.67,29.0,58.32,1008.6,19.0,27.0,25.0,21.0,-1.46,0.21,-1.56,0.11,-1.64,0.03,-1.18,0.49,-1.66,0.01
2024-08-16 19:50:00,2.18,29.0,74.11,1007.7,19.0,29.0,26.0,23.0,-1.96,0.22,-2.11,0.07,-2.17,0.01,-1.62,0.56,-2.17,0.01
2024-08-16 20:00:00,2.12,29.0,74.11,1007.7,20.0,29.0,26.0,23.0,-1.77,0.35,-2.01,0.11,-2.05,0.07,-1.71,0.41,-2.11,0.01
2024-08-16 20:10:00,1.8,29.0,74.11,1007.7,20.0,29.0,26.0,23.0,-1.36,0.44,-1.74,0.06,-1.72,0.08,-1.55,0.25,-1.79,0.01
2024-08-16 21:40:00,1.08,29.0,100.0,1007.6,21.0,29.0,27.0,24.0,-0.97,0.11,-0.24,0.84,-0.98,0.1,-0.88,0.2,-1.07,0.01
2024-08-19 14:50:00,1.32,20.0,50.17,1019.9,14.0,19.0,17.0,18.0,-0.81,0.51,-0.46,0.86,-0.93,0.39,-1.08,0.24,-0.57,0.75
2024-08-19 15:00:00,1.22,22.0,50.17,1019.9,15.0,20.0,17.0,18.0,-0.49,0.73,-0.47,0.75,-0.77,0.45,-1.12,0.1,0.01,1.23
2024-08-20 08:00:00,1.06,16.0,77.29,1021.9,8.0,17.0,19.0,19.0,0.46,1.52,0.53,1.59,0.44,1.5,0.06,1.12,0.13,1.19
2024-08-20 08:10:00,1.12,16.0,77.29,1021.9,8.0,17.0,19.0,19.0,0.41,1.53,0.55,1.67,0.37,1.49,-0.01,1.11,0.16,1.28
2024-08-20 08:20:00,1.26,15.0,77.29,1021.9,8.0,17.0,18.0,19.0,0.31,1.57,0.39,1.65,0.16,1.42,-0.2,1.06,0.05,1.31
2024-08-20 08:40:00,1.28,16.0,77.29,1021.9,8.0,16.0,18.0,18.0,0.03,1.31,0.34,1.62,-0.12,1.16,-0.23,1.05,0.06,1.34
2024-08-20 09:00:00,1.52,15.0,67.95,1022.2,9.0,16.0,17.0,18.0,-0.27,1.25,0.03,1.55,-0.29,1.23,-0.34,1.18,-0.1,1.42
2024-08-20 09:10:00,1.53,15.0,67.95,1022.2,9.0,16.0,17.0,18.0,-0.21,1.32,-0.08,1.45,-0.19,1.34,-0.33,1.2,-0.13,1.4
2024-08-20 09:20:00,1.57,15.0,67.95,1022.2,9.0,15.0,17.0,18.0,-0.44,1.13,-0.08,1.49,-0.23,1.34,-0.44,1.13,-0.19,1.38
2024-08-20 09:30:00,1.56,15.0,67.95,1022.2,9.0,15.0,17.0,18.0,-0.46,1.1,-0.13,1.43,-0.29,1.27,-0.53,1.03,-0.22,1.34
2024-08-20 09:40:00,1.31,15.0,67.95,1022.2,9.0,16.0,17.0,18.0,0.02,1.33,0.21,1.52,0.06,1.37,-0.47,0.84,-0.06,1.25
2024-08-20 09:50:00,1.2,15.0,67.95,1022.5,9.0,16.0,17.0,18.0,0.37,1.57,0.11,1.31,0.16,1.36,-0.16,1.04,0.08,1.28
2024-08-20 10:00:00,1.25,14.0,64.04,1022.5,10.0,15.0,17.0,18.0,0.34,1.59,0.24,1.49,0.2,1.45,-0.24,1.01,0.01,1.26
2024-08-20 10:10:00,1.32,14.0,64.04,1022.5,10.0,15.0,17.0,18.0,0.35,1.67,0.06,1.38,-0.04,1.28,-0.86,0.46,-0.06,1.26
2024-08-20 10:20:00,1.13,14.0,64.04,1022.5,10.0,15.0,17.0,18.0,0.52,1.65,0.22,1.35,0.19,1.32,-0.63,0.5,0.11,1.24
2024-08-20 10:30:00,1.1,14.0,64.04,1022.5,10.0,15.0,17.0,18.0,0.5,1.6,0.18,1.28,0.44,1.54,-0.46,0.64,-0.08,1.02
2024-08-20 10:40:00,1.33,15.0,64.04,1022.5,10.0,15.0,16.0,18.0,0.29,1.62,0.17,1.5,0.1,1.43,-0.45,0.88,-0.22,1.11
2024-08-20 10:50:00,1.57,15.0,64.04,1023.0,10.0,15.0,16.0,18.0,0.07,1.64,-0.07,1.5,-0.21,1.36,-0.72,0.85,-0.37,1.2
2024-08-20 11:00:00,1.59,14.0,59.97,1023.0,11.0,14.0,16.0,19.0,-0.04,1.55,-0.09,1.5,-0.14,1.45,-0.85,0.74,-0.23,1.36
2024-08-20 11:10:00,1.67,14.0,59.97,1023.0,11.0,14.0,16.0,19.0,-0.22,1.45,-0.18,1.49,-0.21,1.46,-1.14,0.53,-0.41,1.26
2024-08-20 11:20:00,1.65,14.0,59.97,1023.0,11.0,14.0,15.0,18.0,-0.16,1.49,-0.23,1.42,-0.19,1.46,-0.96,0.69,-0.26,1.39
2024-08-20 11:30:00,1.6,14.0,59.97,1023.0,11.0,14.0,15.0,18.0,-0.17,1.43,-0.47,1.13,-0.47,1.13,-1.44,0.16,-0.19,1.41
2024-08-20 11:40:00,1.62,14.0,59.97,1023.0,11.0,15.0,16.0,18.0,-0.1,1.52,-0.46,1.16,-0.37,1.25,-1.37,0.25,-0.22,1.4
2024-08-20 11:50:00,1.64,14.0,59.97,1023.4,11.0,15.0,16.0,18.0,-0.33,1.31,-0.89,0.75,-0.42,1.22,-1.23,0.41,-0.26,1.38
2024-08-20 12:00:00,1.55,14.0,64.04,1023.4,12.0,14.0,15.0,17.0,-0.06,1.49,-0.32,1.23,-0.46,1.09,-0.99,0.56,-0.1,1.45
2024-08-20 12:10:00,1.45,14.0,64.04,1023.4,12.0,14.0,15.0,17.0,-0.07,1.38,-0.11,1.34,-0.24,1.21,-0.89,0.56,-0.08,1.37
2024-08-20 12:20:00,1.49,14.0,64.04,1023.4,12.0,14.0,15.0,17.0,-0.14,1.35,-0.15,1.34,-0.36,1.13,-0.84,0.65,-0.09,1.4
2024-08-20 12:30:00,1.43,14.0,64.04,1023.4,12.0,14.0,15.0,17.0,-0.15,1.28,-0.16,1.27,-0.5,0.93,-0.86,0.57,-0.13,1.3
2024-08-20 12:40:00,1.52,14.0,64.04,1023.4,12.0,14.0,15.0,17.0,-0.02,1.5,-0.15,1.37,-0.88,0.64,-0.72,0.8,-0.69,0.83
2024-08-20 12:50:00,1.31,17.0,64.04,1023.9,12.0,14.0,15.0,17.0,0.19,1.5,0.05,1.36,-0.65,0.66,-0.45,0.86,-0.28,1.03
2024-08-20 13:00:00,1.49,17.0,53.03,1023.9,13.0,14.0,14.0,17.0,0.01,1.5,-0.04,1.45,-0.39,1.1,-0.85,0.64,-0.36,1.13
2024-08-20 13:10:00,1.38,17.0,53.03,1023.9,13.0,14.0,14.0,17.0,0.11,1.49,-0.1,1.28,-0.15,1.23,-1.06,0.32,-0.11,1.27
2024-08-20 13:20:00,1.35,17.0,53.03,1023.9,13.0,14.0,14.0,17.0,0.07,1.42,-0.03,1.32,-0.18,1.17,-0.64,0.71,0.02,1.37
2024-08-20 13:30:00,1.28,17.0,53.03,1023.9,13.0,14.0,14.0,17.0,-0.15,1.13,0.26,1.54,-0.09,1.19,-1.1,0.18,0.04,1.32
2024-08-20 13:40:00,1.5,17.0,53.03,1023.9,13.0,14.0,15.0,16.0,-0.34,1.16,-0.07,1.43,-0.33,1.17,-1.3,0.2,-0.22,1.28
2024-08-20 13:50:00,1.5,17.0,49.64,1024.1,13.0,17.0,15.0,16.0,-0.75,0.75,-0.14,1.36,-0.31,1.19,-1.1,0.4,-0.27,1.23
2024-08-20 14:00:00,1.5,18.0,49.64,1024.1,14.0,17.0,14.0,16.0,-0.27,1.23,-0.05,1.45,-0.38,1.12,-1.14,0.36,-0.36,1.14
2024-08-20 14:10:00,1.49,18.0,49.64,1024.1,14.0,17.0,14.0,16.0,-0.15,1.34,-0.03,1.46,-0.38,1.11,-0.44,1.05,-0.26,1.23
2024-08-20 14:20:00,1.42,18.0,49.64,1024.1,14.0,17.0,14.0,15.0,-0.08,1.34,0.04,1.46,-0.36,1.06,0.18,1.6,-0.09,1.33
2024-08-20 14:30:00,1.13,18.0,49.64,1024.1,14.0,17.0,14.0,15.0,0.14,1.27,0.0,1.13,0.03,1.16,0.28,1.41,0.27,1.4
2024-08-20 14:40:00,1.16,18.0,49.64,1024.1,14.0,17.0,14.0,16.0,0.21,1.37,0.09,1.25,-0.11,1.05,-0.17,0.99,0.21,1.37
2024-08-20 15:00:00,1.23,20.0,53.03,1024.3,15.0,18.0,14.0,15.0,0.22,1.45,-0.14,1.09,-0.05,1.18,-0.78,0.45,0.08,1.31
2024-08-20 15:10:00,1.34,20.0,53.03,1024.3,15.0,18.0,14.0,15.0,-0.06,1.28,-0.13,1.21,-0.14,1.2,-0.99,0.35,0.02,1.36
2024-08-20 15:20:00,1.34,20.0,53.03,1024.3,15.0,18.0,14.0,15.0,-0.02,1.32,-0.21,1.13,-0.21,1.13,-0.91,0.43,0.02,1.36
2024-08-20 15:30:00,1.27,20.0,53.03,1024.3,15.0,18.0,14.0,15.0,0.27,1.54,-0.34,0.93,-0.24,1.03,-0.72,0.55,0.07,1.34
2024-08-20 15:40:00,1.37,20.0,53.03,1024.3,15.0,18.0,14.0,15.0,0.06,1.43,-0.73,0.64,-0.53,0.84,-0.73,0.64,-0.04,1.33
2024-08-20 15:50:00,1.36,20.0,49.9,1024.8,15.0,18.0,17.0,15.0,0.0,1.36,-0.7,0.66,-0.32,1.04,-0.45,0.91,-0.64,0.72
2024-08-20 16:00:00,1.45,20.0,49.9,1024.8,16.0,20.0,17.0,14.0,0.0,1.45,-0.35,1.1,-0.44,1.01,0.03,1.48,-1.01,0.44
2024-08-20 16:10:00,1.28,20.0,49.9,1024.8,16.0,20.0,17.0,14.0,0.18,1.46,-0.05,1.23,-0.82,0.46,0.08,1.36,-0.61,0.67
2024-08-20 16:20:00,1.32,20.0,49.9,1024.8,16.0,20.0,17.0,14.0,0.14,1.46,-0.15,1.17,-0.82,0.5,0.08,1.4,-0.65,0.67
2024-08-20 16:30:00,1.54,20.0,49.9,1024.8,16.0,20.0,17.0,14.0,-0.41,1.13,-0.35,1.19,-0.9,0.64,0.08,1.62,-0.65,0.89
2024-08-20 16:40:00,1.43,20.0,49.9,1024.8,16.0,20.0,17.0,15.0,-0.18,1.25,-0.26,1.17,-0.55,0.88,0.27,1.7,-0.66,0.77
2024-08-20 16:50:00,1.36,20.0,53.03,1024.8,16.0,20.0,17.0,15.0,-0.14,1.22,-0.17,1.19,-0.51,0.85,-0.1,1.26,-0.01,1.35
2024-08-20 17:00:00,1.45,20.0,53.03,1024.8,17.0,20.0,18.0,14.0,-0.36,1.09,-0.33,1.12,-0.71,0.74,-0.53,0.92,-0.23,1.22
2024-08-20 17:10:00,1.46,20.0,53.03,1024.8,17.0,20.0,18.0,14.0,-0.25,1.21,-0.35,1.11,-0.93,0.53,-0.47,0.99,-0.1,1.36
2024-08-20 17:20:00,1.46,20.0,53.03,1024.8,17.0,20.0,18.0,14.0,-0.33,1.13,-0.4,1.06,-0.77,0.69,-0.01,1.45,-0.11,1.35
2024-08-20 17:30:00,1.13,20.0,53.03,1024.8,17.0,20.0,18.0,14.0,-0.2,0.93,0.03,1.16,-0.97,0.16,0.34,1.47,0.13,1.26
2024-08-20 17:40:00,1.25,20.0,53.03,1024.8,17.0,20.0,18.0,14.0,-0.61,0.64,-0.2,1.05,-1.0,0.25,0.37,1.62,0.08,1.33
2024-08-20 17:50:00,1.22,20.0,52.77,1024.8,17.0,20.0,18.0,14.0,-0.56,0.66,-0.09,1.13,-0.81,0.41,0.28,1.5,0.07,1.29
2024-08-20 18:00:00,1.09,22.0,52.77,1024.8,18.0,20.0,20.0,14.0,0.01,1.1,0.09,1.18,-0.53,0.56,0.51,1.6,0.26,1.35
2024-08-20 18:10:00,1.21,22.0,52.77,1024.8,18.0,20.0,20.0,14.0,0.02,1.23,-0.01,1.2,-0.65,0.56,0.42,1.63,0.11,1.32
2024-08-20 18:20:00,1.13,22.0,52.77,1024.8,18.0,20.0,20.0,14.0,0.04,1.17,0.0,1.13,-0.48,0.65,0.09,1.22,0.18,1.31
2024-08-20 19:00:00,1.1,22.0,59.74,1024.4,19.0,22.0,20.0,17.0,0.02,1.12,-0.09,1.01,-0.46,0.64,0.29,1.39,0.06,1.16
2024-08-20 19:10:00,1.23,22.0,59.74,1024.4,19.0,22.0,20.0,17.0,-0.12,1.11,-0.77,0.46,-0.91,0.32,0.04,1.27,-0.09,1.14
2024-08-20 19:20:00,1.17,22.0,59.74,1024.4,19.0,22.0,20.0,17.0,-0.11,1.06,-0.67,0.5,-0.46,0.71,-0.01,1.16,-0.07,1.1
2024-08-20 19:30:00,1.19,22.0,59.74,1024.4,19.0,22.0,20.0,17.0,-0.03,1.16,-0.55,0.64,-1.01,0.18,-0.13,1.06,0.06,1.25
2024-08-20 19:40:00,1.17,22.0,59.74,1024.4,19.0,22.0,20.0,17.0,-0.12,1.05,-0.29,0.88,-0.97,0.2,-0.01,1.16,-0.03,1.14
2024-08-20 19:50:00,1.19,22.0,63.6,1024.1,19.0,22.0,20.0,17.0,-0.06,1.13,-0.34,0.85,-0.79,0.4,-0.08,1.11,-0.07,1.12
2024-08-20 20:00:00,1.12,22.0,63.6,1024.1,20.0,22.0,20.0,18.0,0.06,1.18,-0.38,0.74,-0.76,0.36,0.07,1.19,0.05,1.17
2024-08-20 20:10:00,1.11,22.0,63.6,1024.1,20.0,22.0,20.0,18.0,0.09,1.2,-0.58,0.53,-0.06,1.05,0.17,1.28,0.01,1.12
2024-08-20 20:20:00,1.06,22.0,63.6,1024.1,20.0,22.0,20.0,18.0,0.07,1.13,-0.37,0.69,0.54,1.6,0.25,1.31,0.03,1.09
2024-08-20 20:30:00,1.16,22.0,63.6,1024.1,20.0,22.0,20.0,18.0,-0.13,1.03,-1.0,0.16,0.25,1.41,0.25,1.41,-0.03,1.13
2024-08-20 20:40:00,1.05,22.0,63.6,1024.1,20.0,22.0,20.0,18.0,-0.21,0.84,-0.8,0.25,-0.06,0.99,0.29,1.34,0.06,1.11
2024-08-20 20:50:00,1.13,23.0,63.6,1023.9,20.0,22.0,20.0,18.0,-0.09,1.04,-0.72,0.41,0.5,1.63,0.25,1.38,-0.04,1.09
2024-08-20 21:00:00,1.18,23.0,72.2,1023.9,21.0,22.0,22.0,20.0,-0.17,1.01,-0.62,0.56,-0.73,0.45,0.24,1.42,-0.25,0.93
2024-08-20 21:10:00,1.2,23.0,72.2,1023.9,21.0,22.0,22.0,20.0,-0.74,0.46,-0.64,0.56,-0.85,0.35,0.2,1.4,-0.15,1.05
2024-08-20 21:20:00,1.13,23.0,72.2,1023.9,21.0,22.0,22.0,20.0,-0.63,0.5,-0.48,0.65,-0.7,0.43,0.25,1.38,-0.13,1.0
2024-08-20 21:30:00,1.03,23.0,72.2,1023.9,21.0,22.0,22.0,20.0,-0.39,0.64,-0.46,0.57,-0.48,0.55,0.31,1.34,-0.14,0.89
2024-08-20 21:50:00,1.04,22.0,72.2,1023.4,21.0,23.0,22.0,20.0,-0.19,0.85,-0.18,0.86,-0.13,0.91,0.24,1.28,-0.18,0.86
2024-08-20 22:00:00,1.01,22.0,76.98,1023.4,22.0,23.0,22.0,20.0,-0.27,0.74,-0.37,0.64,0.47,1.48,0.25,1.26,-0.13,0.88
2024-08-21 02:10:00,1.05,16.0,93.65,1023.8,2.0,18.0,21.0,22.0,-0.7,0.35,-0.06,0.99,0.23,1.28,0.18,1.23,-0.19,0.86
2024-08-21 02:20:00,1.6,16.0,93.65,1023.8,2.0,16.0,21.0,22.0,-1.17,0.43,-0.15,1.45,-0.29,1.31,-0.27,1.33,-0.84,0.76
2024-08-21 02:30:00,1.41,16.0,93.65,1023.8,2.0,16.0,21.0,22.0,-0.86,0.55,0.06,1.47,0.0,1.41,-0.01,1.4,-0.63,0.78
2024-08-21 02:50:00,1.63,15.0,93.65,1023.9,2.0,16.0,19.0,23.0,-0.72,0.91,-0.13,1.5,-0.25,1.38,-0.26,1.37,-0.88,0.75
2024-08-21 04:00:00,1.48,16.0,100.0,1024.1,4.0,15.0,18.0,22.0,-0.56,0.92,-0.09,1.39,-0.22,1.26,-1.04,0.44,-1.08,0.4
2024-08-21 04:10:00,1.36,16.0,100.0,1024.1,4.0,15.0,18.0,22.0,-0.37,0.99,-0.09,1.27,-0.1,1.26,-0.69,0.67,-1.01,0.35
2024-08-21 04:20:00,1.4,14.0,100.0,1024.1,4.0,15.0,16.0,22.0,0.05,1.45,-0.24,1.16,-0.16,1.24,-0.73,0.67,-0.97,0.43
2024-08-21 04:30:00,1.62,14.0,100.0,1024.1,4.0,15.0,16.0,22.0,-0.15,1.47,-0.56,1.06,-0.6,1.02,-0.73,0.89,-1.22,0.4
2024-08-21 04:40:00,1.7,14.0,100.0,1024.1,4.0,16.0,16.0,22.0,-0.08,1.62,-0.54,1.16,-0.59,1.11,-0.93,0.77,-0.96,0.74
2024-08-21 04:50:00,1.26,14.0,100.0,1024.1,4.0,16.0,16.0,21.0,0.24,1.5,-0.15,1.11,-0.06,1.2,0.09,1.35,-0.91,0.35
2024-08-21 05:20:00,1.45,15.0,100.0,1024.1,5.0,14.0,16.0,21.0,-0.23,1.22,-0.14,1.31,-0.06,1.39,-0.1,1.35,-1.02,0.43
2024-08-21 05:30:00,1.47,15.0,100.0,1024.1,5.0,14.0,16.0,21.0,-0.77,0.7,-0.06,1.41,-0.06,1.41,-0.21,1.26,-1.03,0.44
2024-08-21 05:40:00,1.62,14.0,100.0,1024.1,5.0,14.0,15.0,21.0,-0.68,0.94,-0.28,1.34,-0.22,1.4,-0.29,1.33,-1.18,0.44
2024-08-21 05:50:00,1.5,14.0,100.0,1024.2,5.0,14.0,15.0,19.0,-0.25,1.25,-0.12,1.38,-0.12,1.38,-0.21,1.29,-0.94,0.56
2024-08-21 06:00:00,1.6,14.0,100.0,1024.2,6.0,15.0,15.0,19.0,-0.21,1.39,-0.18,1.42,-0.15,1.45,-0.25,1.35,-0.92,0.68
2024-08-21 06:10:00,1.63,14.0,100.0,1024.2,6.0,15.0,15.0,19.0,-0.36,1.27,-0.23,1.4,-0.26,1.37,-0.31,1.32,-0.68,0.95
2024-08-21 06:20:00,1.22,13.0,100.0,1024.2,6.0,15.0,15.0,19.0,-0.06,1.16,0.16,1.38,0.18,1.4,0.09,1.31,-0.2,1.02
2024-08-21 06:50:00,1.25,13.0,100.0,1024.5,6.0,14.0,16.0,18.0,-0.14,1.11,0.03,1.28,-0.22,1.03,-0.03,1.22,0.15,1.4
2024-08-21 07:00:00,1.39,13.0,100.0,1024.5,7.0,14.0,16.0,18.0,-0.2,1.19,-0.13,1.26,-0.26,1.13,-0.23,1.16,-0.1,1.29
2024-08-21 07:10:00,1.27,13.0,100.0,1024.5,7.0,14.0,16.0,18.0,0.01,1.28,-0.01,1.26,0.0,1.27,-0.13,1.14,0.02,1.29
2024-08-21 07:20:00,1.16,13.0,100.0,1024.5,7.0,13.0,14.0,16.0,0.15,1.31,0.08,1.24,0.21,1.37,-0.06,1.1,0.19,1.35
2024-08-21 07:30:00,1.06,13.0,100.0,1024.5,7.0,13.0,14.0,16.0,0.35,1.41,-0.04,1.02,0.26,1.32,0.19,1.25,0.27,1.33
2024-08-21 07:40:00,1.16,14.0,100.0,1024.5,7.0,13.0,14.0,16.0,0.18,1.34,-0.05,1.11,0.12,1.28,-0.02,1.14,-0.6,0.56
2024-08-21 07:50:00,1.11,14.0,100.0,1024.8,7.0,13.0,14.0,16.0,0.27,1.38,0.09,1.2,0.12,1.23,0.01,1.12,-0.75,0.36
2024-08-21 08:00:00,1.19,13.0,100.0,1024.8,8.0,13.0,15.0,16.0,0.23,1.42,0.17,1.36,-0.05,1.14,-0.02,1.17,-0.84,0.35
2024-08-21 08:10:00,1.28,13.0,100.0,1024.8,8.0,13.0,15.0,16.0,0.12,1.4,-0.02,1.26,-0.05,1.23,-0.16,1.12,-0.96,0.32
2024-08-21 08:20:00,1.31,13.0,100.0,1024.8,8.0,13.0,15.0,16.0,0.07,1.38,0.08,1.39,0.02,1.33,-0.22,1.09,-0.79,0.52
2024-08-21 08:30:00,1.41,13.0,100.0,1024.8,8.0,13.0,15.0,16.0,-0.07,1.34,0.0,1.41,-0.01,1.4,-0.28,1.13,-0.81,0.6
2024-08-21 08:40:00,1.34,12.0,100.0,1024.8,8.0,14.0,14.0,15.0,-0.09,1.25,0.06,1.4,0.03,1.37,-0.23,1.11,-0.53,0.81
2024-08-21 08:50:00,1.38,12.0,100.0,1024.7,8.0,14.0,14.0,15.0,-0.1,1.28,0.0,1.38,-0.01,1.37,-0.29,1.09,-0.52,0.86
2024-08-21 09:00:00,1.42,13.0,67.95,1024.7,9.0,13.0,14.0,15.0,-0.16,1.26,0.03,1.45,-0.11,1.31,-0.49,0.93,-0.61,0.81
2024-08-21 09:10:00,1.4,13.0,67.95,1024.7,9.0,13.0,14.0,15.0,-0.14,1.26,-0.03,1.37,-0.04,1.36,-0.35,1.05,-0.51,0.89
2024-08-21 09:20:00,1.38,13.0,67.95,1024.7,9.0,13.0,13.0,15.0,-0.14,1.24,0.02,1.4,-0.02,1.36,-0.38,1.0,-0.52,0.86
2024-08-21 09:30:00,1.34,13.0,67.95,1024.7,9.0,13.0,13.0,15.0,-0.32,1.02,-0.04,1.3,0.0,1.34,-0.45,0.89,-0.69,0.65
2024-08-21 09:40:00,1.25,13.0,67.95,1024.7,9.0,12.0,13.0,16.0,-0.14,1.11,-0.42,0.83,0.08,1.33,-0.36,0.89,-0.45,0.8
2024-08-21 09:50:00,1.28,13.0,63.82,1024.9,9.0,12.0,13.0,16.0,-0.08,1.2,-0.25,1.03,-0.56,0.72,-0.42,0.86,-0.95,0.33
2024-08-21 10:00:00,1.26,12.0,63.82,1024.9,10.0,13.0,13.0,16.0,0.1,1.36,-0.13,1.13,-0.82,0.44,-0.38,0.88,-0.93,0.33
2024-08-21 10:10:00,1.26,12.0,63.82,1024.9,10.0,13.0,13.0,16.0,0.0,1.26,0.01,1.27,-0.59,0.67,-0.33,0.93,-0.85,0.41
2024-08-21 10:20:00,1.24,12.0,63.82,1024.9,10.0,13.0,13.0,14.0,0.15,1.39,0.13,1.37,-0.57,0.67,-0.35,0.89,-0.8,0.44
2024-08-21 10:30:00,1.02,12.0,63.82,1024.9,10.0,13.0,13.0,14.0,0.39,1.41,0.3,1.32,-0.13,0.89,-0.03,0.99,-0.35,0.67
2024-08-21 10:40:00,1.11,12.0,63.82,1024.9,10.0,13.0,14.0,14.0,0.29,1.4,0.17,1.28,-0.34,0.77,-0.13,0.98,-0.25,0.86
2024-08-21 10:50:00,1.2,11.0,56.13,1025.4,10.0,13.0,14.0,14.0,0.18,1.38,0.03,1.23,0.15,1.35,-0.3,0.9,-0.49,0.71
2024-08-21 11:00:00,1.36,11.0,56.13,1025.4,11.0,12.0,13.0,15.0,0.09,1.45,-0.22,1.14,-0.14,1.22,-0.53,0.83,-0.65,0.71
2024-08-21 11:10:00,1.26,11.0,56.13,1025.4,11.0,12.0,13.0,15.0,0.11,1.37,-0.03,1.23,0.1,1.36,-0.53,0.73,-0.42,0.84
2024-08-21 11:20:00,1.39,11.0,56.13,1025.4,11.0,12.0,13.0,15.0,0.01,1.4,-0.06,1.33,-0.04,1.35,-0.62,0.77,-0.69,0.7
2024-08-21 11:30:00,1.41,11.0,56.13,1025.4,11.0,12.0,13.0,15.0,-0.11,1.3,-0.01,1.4,-0.15,1.26,-0.64,0.77,-0.72,0.69
2024-08-21 11:40:00,1.4,11.0,56.13,1025.4,11.0,12.0,12.0,14.0,-0.57,0.83,-0.03,1.37,-0.07,1.33,-0.62,0.78,-0.34,1.06
2024-08-21 11:50:00,1.38,13.0,49.64,1025.9,11.0,11.0,12.0,14.0,-0.35,1.03,-0.01,1.37,-0.09,1.29,-0.66,0.72,-0.1,1.28
2024-08-21 12:00:00,1.45,13.0,49.64,1025.9,12.0,11.0,13.0,14.0,-0.32,1.13,-0.14,1.31,-0.1,1.35,-0.71,0.74,-0.11,1.34
2024-08-21 12:10:00,1.37,13.0,49.64,1025.9,12.0,11.0,13.0,14.0,-0.1,1.27,-0.01,1.36,-0.05,1.32,-0.63,0.74,-0.02,1.35
2024-08-21 12:20:00,1.4,13.0,49.64,1025.9,12.0,11.0,13.0,13.0,-0.03,1.37,-0.04,1.36,-0.09,1.31,-0.61,0.79,-0.13,1.27
2024-08-21 12:30:00,1.3,13.0,49.64,1025.9,12.0,11.0,13.0,13.0,0.02,1.32,0.04,1.34,-0.03,1.27,-1.07,0.23,-0.02,1.28
2024-08-21 12:50:00,1.03,15.0,49.64,1026.0,12.0,13.0,13.0,13.0,0.2,1.23,-0.31,0.72,0.19,1.22,-0.55,0.48,0.23,1.26
2024-08-21 13:00:00,1.13,15.0,49.64,1026.0,13.0,13.0,12.0,13.0,0.01,1.14,-0.69,0.44,0.03,1.16,-0.58,0.55,0.07,1.2
2024-08-21 13:10:00,1.27,15.0,49.64,1026.0,13.0,13.0,12.0,13.0,-0.04,1.23,-0.6,0.67,-0.13,1.14,-0.49,0.78,-0.16,1.11
2024-08-21 13:20:00,1.37,15.0,49.64,1026.0,13.0,13.0,12.0,13.0,-0.04,1.33,-0.7,0.67,-0.27,1.1,-0.64,0.73,-0.51,0.86
2024-08-21 13:30:00,1.32,15.0,49.64,1026.0,13.0,13.0,12.0,13.0,0.08,1.4,-0.43,0.89,-0.07,1.25,-0.48,0.84,-0.1,1.22
2024-08-21 13:40:00,1.28,15.0,49.64,1026.0,13.0,13.0,12.0,14.0,0.09,1.37,-0.51,0.77,-0.14,1.14,-0.37,0.91,-0.07,1.21
2024-08-21 13:50:00,1.23,15.0,46.71,1026.0,13.0,15.0,11.0,14.0,0.14,1.37,0.12,1.35,-0.11,1.12,-0.38,0.85,0.06,1.29
2024-08-21 14:00:00,1.14,18.0,46.71,1026.0,14.0,15.0,11.0,13.0,0.17,1.31,0.08,1.22,0.03,1.17,-0.34,0.8,0.15,1.29
2024-08-21 14:10:00,1.23,18.0,46.71,1026.0,14.0,15.0,11.0,13.0,0.13,1.36,0.13,1.36,-0.11,1.12,-0.37,0.86,0.12,1.35
2024-08-21 14:20:00,1.33,18.0,46.71,1026.0,14.0,15.0,11.0,13.0,0.03,1.36,0.02,1.35,-0.24,1.09,-0.57,0.76,0.1,1.43
